File_name,ram_percent,ram,flash,Code,RO_data,RW_data,ZI_data
lto-llvm-472ed9.o,80.246910%,4160,8048,8008,32,8,4152
startup_at32f415.o,19.753086%,1024,404,36,368,0,1024
